,bldg_id,filename,in.geometry_floor_area,in.sqft,in.geometry_stories,in.geometry_wall_type,in.geometry_wall_exterior_finish,in.geometry_foundation_type,in.geometry_attic_type,in.door_area,in.doors,in.window_areas,in.windows,in.eaves,in.orientation,in.insulation_ceiling,in.insulation_wall,in.insulation_floor,in.insulation_foundation_wall,in.insulation_rim_joist,in.insulation_roof,in.insulation_slab,in.hvac_heating_type_and_fuel,in.hvac_heating_efficiency,in.hvac_cooling_type,in.hvac_cooling_efficiency,in.hvac_has_ducts,in.hvac_secondary_heating_type_and_fuel,in.heating_setpoint,in.cooling_setpoint,in.heating_setpoint_offset_period,in.cooling_setpoint_offset_period,in.heating_setpoint_has_offset,in.cooling_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.cooling_setpoint_offset_magnitude,in.infiltration,in.mechanical_ventilation,in.natural_ventilation,in.bathroom_spot_vent_hour,in.range_spot_vent_hour,in.occupants,in.ceiling_fan,in.lighting_interior_use,in.cooking_range,in.clothes_dryer,in.clothes_washer,in.ashrae_iecc_climate_zone_2004,in.city,in.state,in.weather_file_city,in.weather_file_latitude,in.weather_file_longitude,year,resistance[K W-1],capacitance[J K-1]
17,117861,G2700270_very_cold.csv,2000-2499,2176.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,West,R-38,"Wood Stud, R-19",Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,Day and Night -3h,Day Setup and Night Setback +3h,Yes,Yes,6F,2F,8 ACH50,,"Cooling Season, 7 days/wk",Hour17,Hour19,2,Standard Efficiency,100% Usage,"Electric, 120% Usage","Electric, 120% Usage","EnergyStar, 120% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1984,0.0017543121860707674,65985541.77705026
18,117861,G2700270_very_cold.csv,2000-2499,2176.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,West,R-38,"Wood Stud, R-19",Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,Day and Night -3h,Day Setup and Night Setback +3h,Yes,Yes,6F,2F,8 ACH50,,"Cooling Season, 7 days/wk",Hour17,Hour19,2,Standard Efficiency,100% Usage,"Electric, 120% Usage","Electric, 120% Usage","EnergyStar, 120% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,1995,0.0027533028753534148,139420946.28692356
19,117861,G2700270_very_cold.csv,2000-2499,2176.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,West,R-38,"Wood Stud, R-19",Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,Day and Night -3h,Day Setup and Night Setback +3h,Yes,Yes,6F,2F,8 ACH50,,"Cooling Season, 7 days/wk",Hour17,Hour19,2,Standard Efficiency,100% Usage,"Electric, 120% Usage","Electric, 120% Usage","EnergyStar, 120% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,2002,0.004221553594380875,142602376.71896973
20,117861,G2700270_very_cold.csv,2000-2499,2176.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,West,R-38,"Wood Stud, R-19",Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,Day and Night -3h,Day Setup and Night Setback +3h,Yes,Yes,6F,2F,8 ACH50,,"Cooling Season, 7 days/wk",Hour17,Hour19,2,Standard Efficiency,100% Usage,"Electric, 120% Usage","Electric, 120% Usage","EnergyStar, 120% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,2009,0.004221553594380875,142602376.71896973
21,117861,G2700270_very_cold.csv,2000-2499,2176.0,1,Wood Frame,"Vinyl, Light",Heated Basement,Vented Attic,20 ft^2,Fiberglass,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain",2 ft,West,R-38,"Wood Stud, R-19",Uninsulated,"Wall R-5, Exterior","R-5, Exterior","Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Central AC,"AC, SEER 13",Yes,,68F,72F,Day and Night -3h,Day Setup and Night Setback +3h,Yes,Yes,6F,2F,8 ACH50,,"Cooling Season, 7 days/wk",Hour17,Hour19,2,Standard Efficiency,100% Usage,"Electric, 120% Usage","Electric, 120% Usage","EnergyStar, 120% Usage",7A,Not in a census Place,MN,Fargo Hector Field,46.93,-96.81,2016,0.0,0.0
22,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1918,0.0019726693547284686,79139415.31167698
23,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1919,0.002568137164061175,51034622.09417228
24,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1949,0.0020156645544375487,57716946.51874163
25,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1958,0.001972723062124788,70588566.51677369
26,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1969,0.003109518186936122,104510791.97952619
27,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1979,0.0037202188763346125,39474484.73831428
28,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1984,0.004313427476711853,26836950.584875677
29,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,1995,0.006769702889004554,56703831.55511367
30,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2002,0.010379774713415574,57997749.72255892
31,120812,G2700270_very_cold.csv,750-999,885.0,1,Wood Frame,"Shingle, Composition, Medium",Unheated Basement,Vented Attic,20 ft^2,Fiberglass,F12 B12 L12 R12,"Double, Clear, Non-metal, Air",2 ft,South,R-30,"Wood Stud, R-7",Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",,Propane Fuel Furnace,"Fuel Furnace, 92.5% AFUE",Room AC,"Room AC, EER 10.7",Yes,,68F,72F,,,No,No,0F,0F,25 ACH50,,"Cooling Season, 7 days/wk",Hour0,Hour18,2,Standard Efficiency,100% Usage,"Propane, 80% Usage","Electric, 80% Usage","Standard, 80% Usage",7A,"MN, Moorhead",MN,Fargo Hector Field,46.93,-96.81,2009,0.010379774713415574,57997749.72255892
